Model,Price,Rating,Specs,Company,Spec_Score
LG evo AI G6 55 inch Ultra HD 4K Smart OLED TV (OLED55G6PLA),"₹1,81,490",4,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV4 Speakers, 40 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 3 USB PortsDolby Atmos",croma,81
LG evo AI C6 77 inch Ultra HD 4K Smart OLED TV (OLED77C6PLA),"₹4,09,990",4.75,"77 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,81
Samsung S90H 48 inch Ultra HD 4K Smart OLED TV (QA48S90HAELXL),"₹1,22,490",4.75,"48 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,79
Samsung QN80H 55 inch Ultra HD 4K Smart QLED TV (55QN80HAUXXL),"₹1,00,990",4.45,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,72
Samsung U8500H 55 inch Ultra HD 4K Smart LED TV (UA55U8500HULXL),"₹54,790",4.4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,58
Samsung QN70H 50 inch Ultra HD 4K Smart QLED TV (QA50QN70HAULXL),"₹60,990",4.5,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,56
Samsung U8500H 85 inch Ultra HD 4K Smart LED TV (UA85U8500HULXL),"₹2,08,990",4.25,"85 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,71
Samsung UE83AH 55 inch Ultra HD 4K Smart LED TV (UA55UE83AHULXL),"₹44,990",4.4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 30 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,57
LG Nano AI NU885 85 inch Ultra HD 4K Smart LED TV (85NU885BPLA),"₹2,01,690",4.4,"85 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",croma,70
TCL T89D 75 inch Ultra HD 4K Smart QLED TV (75T89D),"₹89,999",4.6,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV35 W Output3 GB RAM, 32 GB StorageHDR, Dolby Vision4 HDMI Ports, 1 USB Ports",flipkart,73
Samsung Vision AI S85H 65 inch Ultra HD 4K Smart OLED TV (QA65S85HAELXL),"₹1,44,999",4.3,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,77
VW Pro Series VW65GQ2 65 inch Ultra HD 4K Smart QLED TV,"₹39,999",4.45,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",amazon,57
Hisense E5S 43 inch Full HD Smart QLED TV (43E5S),"₹21,999",4.6,"43 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 26 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,45
Motorola 65UHDGMMWBIQ 65 inch Ultra HD 4K Smart QD-Mini LED TV,"₹55,999",4.55,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputMediaTek MTK 9603 Processor, 2 GB RAM, 64 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 3 USB Ports",flipkart,68
Croma CREL032HGL024653 32 inch HD Ready Smart LED TV,"₹11,990",4.5,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",croma,38
Samsung S90H 55 inch Ultra HD 4K Smart OLED TV (QA55S90HAELXL),"₹1,44,490",4.45,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,80
Samsung M80H 65 inch Ultra HD 4K Smart Mini LED TV (65M80HAU),"₹1,03,790",4.4,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,73
Samsung M80H 75 inch Ultra HD 4K Smart Mini LED TV (75M80HAU),"₹1,53,790",4.65,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,74
Samsung Vision AI M2EH 75 inch Ultra HD 4K Smart Mini LED TV (UA75M2EHAULXL),"₹1,02,990",4.35,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",flipkart,70
LG AI NANO NU87 50 inch Ultra HD 4K Smart LED TV (50NU870BPLA),"₹39,999",4.75,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsDolby Atmos",amazon,52
Samsung QN2EH 55 inch Ultra HD 4K Smart QLED TV (QA55QN2EHAULXL),"₹70,990",4.25,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",amazon,63
LG evo AI C6 65 inch Ultra HD 4K Smart OLED TV (OLED65C6PLA),"₹1,94,990",4,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,78
Samsung M70H 50 inch Ultra HD 4K Smart Mini LED TV (UA50M70HAULXL),"₹50,490",4.15,"50 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,59
Samsung M70H 65 inch Ultra HD 4K Smart Mini LED TV (UA65M70HAULXL),"₹88,990",4,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,66
Samsung M70H 85 inch Ultra HD 4K Smart Mini LED TV (UA85M70HAULXL),"₹2,33,390",4.2,"85 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,73
LG evo AI QNED82BX 65 inch Ultra HD 4K Smart Mini LED TV (65QNED82BXA),"₹1,02,290",4.5,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsDolby Atmos",croma,73
Samsung M70H 75 inch Ultra HD 4K Smart Mini LED TV (UA75M70HAULXL),"₹1,20,990",4.75,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,70
Samsung Vision AI S95H 77 inch Ultra HD 4K Smart OLED TV (QA77S95HXULXL),"₹4,34,990",4.65,"77 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputHDR4 HDMI Ports, 3 USB PortsDolby Atmos",croma,87
Reliance RW32MP8676HD 32 inch HD Ready Smart LED TV,"₹10,490",4,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 24 W OutputA53 x 4 1.5 GHz Processor, 512 MB RAM, 4 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,30
Samsung QN70H 55 inch Ultra HD 4K Smart QLED TV (QA55QN70HAULXL),"₹86,990",4.75,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,59
Samsung QN80H 75 inch Ultra HD 4K Smart QLED TV (75QN80HAUXXL),"₹1,89,990",4.1,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,78
Samsung QN80H 65 inch Ultra HD 4K Smart QLED TV (65QN80HAUXXL),"₹1,33,490",4.75,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,76
LG AI LB650 32 inch HD Ready Smart LED TV (32LB650BPLA),"₹17,499",4.75,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 10 W OutputAlpha 5 AI Processor Gen9 Processor, 1.5 GB RAM, 8 GB StorageHDR2 HDMI Ports, 1 USB Ports",amazon,35
Samsung S90H 65 inch Ultra HD 4K Smart OLED TV (QA65S90HAELXL),"₹1,92,990",4.7,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,82
Hisense E6S Series 50 inch Ultra HD 4K Smart LED TV (50E6S),"₹31,990",4.5,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,52
Hisense E6S Series 43 inch Ultra HD 4K Smart LED TV (43E6S),"₹26,990",4.4,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,51
Toshiba E36RP Series 32 inch HD Ready Smart QLED TV (32E36RP),"₹15,990",4.15,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV26 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Audio",amazon,42
Realme TechLife 43UHDGDRWSDB 43 inch Ultra HD 4K Smart LED TV,"₹22,499",4.2,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,46
Haier K85 Series 55 inch Ultra HD 4K Smart LED TV (H55K85FUX),"₹45,990",4.6,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output4 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",flipkart,45
realme TechLife 32HDGQRGSAQ 32 inch HD Ready Smart QLED TV,"₹11,199",4.3,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,42
Xiaomi MagiQ S 75 inch Ultra HD 4K Smart Mini LED TV (L75MC-IN),"₹99,999",4.3,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV4 Speakers, 34 W OutputQuad cortex A55 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 1 USB Ports",flipkart,71
realme TechLife 43UHDGQRASDQ 43 inch Ultra HD 4K Smart QLED TV,"₹23,499",4.15,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,54
Philips 75MLED610/94 75 inch Ultra HD 4K Smart Mini LED TV,"₹89,999",4.2,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,73
Foxsky FS75MINILED 75 inch Ultra HD 4K Smart Mini LED TV,"₹64,999",4.65,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsEthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,55
Onida 55UFD 55 inch Ultra HD 4K Smart LED TV,"₹30,999",4.3,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TVHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",amazon,43
Onida Q43UFD 43 inch Ultra HD 4K Smart QLED TV,"₹24,499",4.25,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TVHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",amazon,43
Bush BH32S YPRO/Q 32 inch HD Ready Smart QLED TV,"₹8,499",4,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output512 MB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,33
Bush BH32S YPRO 32 inch HD Ready Smart LED TV,"₹8,299",4.2,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output512 MB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,31
Bush BH43S YPRO/U 43 inch Ultra HD 4K Smart LED TV,"₹19,999",4.65,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output512 MB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,40
VW Pro Series 75 inch Ultra HD 4K Smart QLED TV (VW75GQ1),"₹55,199",4.15,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 48 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,57
LG AI UA7380 43 inch Ultra HD 4K Smart LED TV (43UA73806LA),"₹31,990",4.15,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,46
LG QNED92 75 inch Ultra HD 4K Smart Mini LED TV (75QNED92ALA),"₹1,89,999",4.35,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,74
Uniboom Optima 24 inch HD Ready Smart LED TV (24S-ULT-AED),"₹6,990",4.7,"24 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV30 W Output2 HDMI Ports, 1 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",amazon,30
RGL RGS4001 40 inch Full HD Smart LED TV,"₹17,987",4.25,"40 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",flipkart,36
Onida Karaoke Series 65 inch Ultra HD 4K Smart LED TV (65UGID),"₹45,999",4.45,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,55
Onida Karaoke Series 50 inch Ultra HD 4K Smart LED TV (50UGFHD),"₹29,499",4.35,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,50
Onida Karaoke Series 55 inch Ultra HD 4K Smart LED TV (55UGFHD),"₹32,499",4.55,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,52
Croma CREL032HCL024601 32 inch HD Ready Smart LED TV,"₹9,990",4.15,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV24 W Output1 GB RAM, 4 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,31
Onida Nexg Karaoke Series 55 inch Ultra HD 4K Smart QLED TV (Q55UGI120),"₹36,499",4.25,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV20 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,58
Wobble K Series 55 inch Ultra HD 4K Smart LED TV (WB55UDAGU2875D25),"₹32,999",4.45,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,52
Foxsky FS50MINILED 50 inch Ultra HD 4K Smart Mini LED TV,"₹25,999",4.55,"50 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsEthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,47
Foxsky FS55MINILED 55 inch Ultra HD 4K Smart Mini LED TV,"₹30,999",4.3,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsEthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,48
Foxsky FS65MINILED 65 inch Ultra HD 4K Smart Mini LED TV,"₹43,999",4.55,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsEthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,51
Realme TechLife 50UHDGDRWSDB 50 inch Ultra HD 4K Smart LED TV,"₹28,999",4,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,47
Motorola 43UHDGQMWSDQ 43 inch Ultra HD 4K Smart QLED TV,"₹24,599",4.3,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputMediatek Processor, 2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,47
Elista TDU50GA 50 inch Ultra HD 4K Smart LED TV,"₹27,021",4.05,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,45
Haier W4G 32 inch HD Ready Smart LED TV (32W4G),"₹15,990",4.3,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 16 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",amazon,33
Haier H5E 50 inch Ultra HD 4K Smart LED TV (50H5E),"₹36,490",4.6,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputARM Advanced Multi-Core Cortex CA55 Processor, 2 GB RAM, 32 GB StorageHDR4 HDMI Ports, 2 USB Ports",amazon,50
Haier H5E 43 inch Ultra HD 4K Smart LED TV (43H5E),"₹29,490",4.6,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputARM Advanced Multi-Core Cortex CA55 Processor, 2 GB RAM, 32 GB StorageHDR4 HDMI Ports, 2 USB Ports",amazon,48
Coocaa 65MINI75Q 65 inch Ultra HD 4K Smart Mini LED TV,"₹45,999",4.2,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W OutputA55 Quad core, 1.5GHz Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,64
Panasonic PX800D 55 inch Ultra HD 4K Smart LED TV (TH-55PX800DX),"₹48,990",4.45,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,61
Hisense Q6Q 55 inch Ultra HD 4K Smart QLED TV (55Q6Q),"₹39,190",4.35,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputHi-View Engine Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,60
Hisense Q6Q 65 inch Ultra HD 4K Smart QLED TV (65Q6Q),"₹53,890",4.15,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputHi-View Engine Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,63
VZY W43UHQG5 Ultra HD 4K Smart QLED TV,"₹27,500",4.55,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision2 HDMI Ports, 2 USB Ports",amazon,54
Kodak IconiK Series 65 inch Ultra HD 4K Smart Mini LED TV (K65Mini502),"₹57,999",4.75,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV6 Speakers, 108 W OutputMediaTek ProcessorHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,67
Haier M92 75 inch Ultra HD 4K Smart Mini LED TV (H75M92FUX),"₹1,29,990",4.25,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 50 W Output4 GB RAM, 64 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",amazon,82
VZY X32HDLG5 32 inch HD Ready Smart LED TV,"₹15,990",4.2,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W OutputAIPQ Processor, 1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",amazon,36
Panasonic TH-65PX740DX 65 inch Ultra HD 4K Smart LED TV,"₹66,980",4.65,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,60
VZY X43UHQG5AV 43 inch Ultra HD 4K Smart QLED TV,"₹29,725",4.45,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsSmart TV40 W OutputCA55 x 4@1.5GHz Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision2 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,55
Acerpure Nitro 100 inch Ultra HD 4K Smart QLED TV (AP100UG75PNTO5),"₹2,09,999",4.7,"100 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W Output3 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,80
VZY X55UHQG5AV 55 inch Ultra HD 4K Smart QLED TV,"₹38,500",4.2,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsSmart TV50 W OutputARM Cortex –A72 x 2 +A55 x 2 Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,55
Onida MZ50MIN 50 inch Ultra HD 4K Smart Mini LED TV,"₹43,999",4.45,"50 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,57
Toshiba M450RP Series 50 inch Ultra HD 4K Smart QLED TV (50M450RP),"₹32,990",4,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,56
Toshiba M450RP Series 43 inch Ultra HD 4K Smart QLED TV (43M450RP),"₹31,990",4.7,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 24 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,55
Acer Ultra I Series 32 inch HD Ready Smart LED TV (AR32HDJGU2841BD),"₹11,999",4.5,"32 in, LED TV1366 x 768 pixelsWifiSmart TVHDR3 HDMI Ports, 2 USB PortsDolby AudioSupports Apps & Games",amazon,33
Onida Nexg Series 55 inch Ultra HD 4K Smart LED TV (55UZI),"₹29,499",4.45,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,46
Blaupunkt SonicQ 55 inch Ultra HD 4K Smart QLED TV (55SQ0303),"₹33,999",4.5,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV80 W OutputMT9062 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Thomson NeoX 65 inch Ultra HD 4K Smart QLED TV (65NEOX0011),"₹44,999",4,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputMT9062 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,64
Blaupunkt SonicQ 65 inch Ultra HD 4K Smart QLED TV (65SQ0303),"₹45,999",4.2,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV80 W OutputMT9062 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,58
Kodak MotionX 55 inch Ultra HD 4K Smart QLED TV (55MX8888),"₹32,999",4.45,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputMT9062 Processor, 2 GB RAM, 32 GB Storage3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,57
Thomson NeoX 75 inch Ultra HD 4K Smart QLED TV (75NEOX0011),"₹64,999",4.65,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputMT9062 Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,67
